ID	MAPRESOURCE	MOVE_MODEL	MATRIX	event	script	msg	encount	maptype	bicycle	dash	escape	fly	BGM_DAY	BGM_NIGHT	WEATHER	CAMERA	BATTLE_BG	PLACE_NAME	備考
C11R0401	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	民家２
C11R0501	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	×	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	0	BG_ID_ROOM_A	MAPNAME_NOTHING	民家３
D01	AREA_ID_DUNGEON03	AREA_ID_DUNGEON03	DUN0101	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	0	BG_ID_CAVE_A	MAPNAME_D1TANKOU	クロガネ：クロガネ炭鉱＿１F
D01R0101	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN0101	○	○	○	○	MAPTYPE_CAVE	○	×	○	×	SEQ_D_04	SEQ_D_04	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D1TANKOU	2/8新規追加　クロガネ炭鉱フロア１
D01R0102	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN0102	○	○	○	○	MAPTYPE_CAVE	○	×	○	×	SEQ_D_04	SEQ_D_04	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D1TANKOU	2/8新規追加　クロガネ炭鉱フロア２
D02	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_BASIC	MAPNAME_D2HATUDEN	風力発電所（フィールド）
D02R0101	AREA_ID_ROOM12	MMLID_NOENTRY	PHOUSE01	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_GINLOBBY	SEQ_D_GINLOBBY	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D2HATUDEN	風力発電所　１Ｆ
D03	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	×	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_BASIC	MAPNAME_D3MORI	ハクタイの森（フィールド）
D03R0101	AREA_ID_DUNGEON02	MMLID_NOENTRY	DUN0301	○	○	○	○	MAPTYPE_CAVE	○	○	×	○	SEQ_D_02	SEQ_D_02	SUNNY	2	BG_ID_FOREST	MAPNAME_D3MORI	ハクタイの森（ダンジョン）
D04	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_BASIC	MAPNAME_D4TATARA	タタラ製鉄所(フィールド）
D04R0101	AREA_ID_DUNGEON15	MMLID_NOENTRY	DUN0401	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_04	SEQ_D_04	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D4TATARA	タタラ製鉄所（ダンジョン）　１Ｆ
D05	AREA_ID_AREA01	MMLID_AREA01	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D05R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0501	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん１Ｆ
D05R0102	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0502	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん２Ｆ
D05R0103	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0503	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん３Ｆ
D05R0104	AREA_ID_AREA09	MMLID_AREA09	DUN0504	○	×	×	○	MAPTYPE_ROAD	×	○	×	○	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SNOWSTORM	7	BG_ID_SNOW_MOUNTAIN	MAPNAME_D5TENGAN	3/3追加　てんがんざん外周
D05R0105	AREA_ID_AREA09	MMLID_AREA09	DUN0505	○	×	×	○	MAPTYPE_ROAD	×	○	×	○	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SNOWSTORM	6	BG_ID_SNOW_MOUNTAIN	MAPNAME_D5TENGAN	3/3追加　てんがんざん外周
D05R0106	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0506	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん６Ｆ
D05R0107	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0507	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん７Ｆ
D05R0108	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0508	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん８Ｆ
D05R0109	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0509	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん９Ｆ
D05R0110	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0510	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん１０Ｆ
D05R0111	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0511	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん１１Ｆ
D05R0112	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0512	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん１２Ｆ
D05R0113	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0513	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	MIST1	0	BG_ID_CAVE_B	MAPNAME_D5TENGAN	3/3追加　てんがんざん１３Ｆ
D05R0114	AREA_ID_DUNGEON08	MMLID_NOENTRY	DUN0514	○	○	○	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_MOUNT2	SEQ_D_MOUNT2	MYSTIC	5	BG_ID_MOUNTAIN	MAPNAME_D5SINDEN	3/3追加　山頂神殿
D05R0115	AREA_ID_DUNGEON08	MMLID_NOENTRY	DUN0515	×	×	×	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_MOUNT2	SEQ_D_MOUNT2	MYSTIC	5	BG_ID_MOUNTAIN	MAPNAME_D5SINDEN	3/3追加　山頂神殿
D06	AREA_ID_AREA07	MMLID_AREA07	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D06R0101	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0601	○	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	3/5 湿原ダンジョン
D07	AREA_ID_AREA05	MMLID_AREA05	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D07R0101	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0701	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	アンノーンダンジョン2F
D07R0102	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0702	○	○	○	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	アンノーンダンジョン1F
D07R0103	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0716	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン３
D07R0104	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン４
D07R0105	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0715	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン５
D07R0106	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0707	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン６
D07R0107	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0710	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン７
D07R0108	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0707	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン８
D07R0109	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0716	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン９
D07R0110	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0718	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１０
D07R0111	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１１
D07R0112	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１２
D07R0113	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0712	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１３
D07R0114	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0710	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１４
D07R0115	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0706	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１５
D07R0116	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0717	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１６
D07R0117	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0707	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１７
D07R0118	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	3/5 アンノーンダンジョン１８
D09	AREA_ID_AREA09	MMLID_AREA09	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D09R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0901	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	チャンピオンロード１Ｆ
D09R0102	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0902	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	チャンピオンロード２Ｆ
D09R0103	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0903	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	チャンピオンロード３Ｆ
D09R0104	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0904	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	MIST1	0	BG_ID_CAVE_B	MAPNAME_D9CHAMP	チャンピオンロード４Ｆ
D09R0105	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0905	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	チャンピオンロード４Ｆ-1
D09R0106	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN0906	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	チャンピオンロード４Ｆ-2
D10	AREA_ID_DUNGEON	AREA_ID_DUNGEON	DUN1001	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	2/3変更　ダンジョンに変更　ポケモンパーク
D10R0101	AREA_ID_DUNGEON09	MMLID_NOENTRY	DUN1001	○	○	○	×	MAPTYPE_ROAD	○	×	×	×	SEQ_SILENCE_DUNGEON	SEQ_SILENCE_DUNGEON	SUNNY	2	BG_ID_BASIC	MAPNAME_D10POKEPARK	ポケモンパーク
D11	AREA_ID_AREA04	MMLID_AREA04	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_01	SEQ_D_01	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D11R0101	AREA_ID_DUNGEON07	MMLID_NOENTRY	DUN1101	○	○	○	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_KOUEN	SEQ_D_KOUEN	SUNNY	2	BG_ID_BASIC	MAPNAME_D11HIROBA	ふれあいひろば
D12R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN1201	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D12NUKEMITI	岩砕きの洞窟（仮）R204a <-> R204b
D13	AREA_ID_DUNGEON02	AREA_ID_DUNGEON02	DUN1301	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	ソノオ奥：花畑
D13R0101	AREA_ID_AREA03	MMLID_AREA03	DUN1301	○	○	○	×	MAPTYPE_CAVE	○	○	×	○	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	2	BG_ID_FOREST	MAPNAME_D13HANABATAKE	ソノオ花畑ダンジョン
D13R0102	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D13HANABATAKE	ソノオ花畑ダンジョン民家１
D14R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN1401	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D14TONNERU	クロガネゲート１F
D14R0102	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN1402	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	CLOUDINESS	12	BG_ID_CAVE_A	MAPNAME_D14TONNERU	クロガネゲートB1F
D15	AREA_ID_AREA10	MMLID_NOENTRY	SINOU	○	○	○	×	MAPTYPE_ROAD	×	○	×	○	SEQ_D_02	SEQ_D_02	SUNNY	0	BG_ID_BASIC	MAPNAME_D15SIMA	移動ポケモンムーバスの島（隠し）
D15R0101	AREA_ID_DUNGEON02	MMLID_NOENTRY	DUN1501	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_02	SEQ_D_02	SUNNY	2	BG_ID_FOREST	MAPNAME_D15SIMA	移動ポケモンムーバスの島内部
D16	AREA_ID_AREA12	MMLID_NOENTRY	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN06_D	SEQ_TOWN06_N	VOLCANO	0	BG_ID_MOUNTAIN	MAPNAME_D16MOUNTAIN	火山（フィールド）
D16R0101	AREA_ID_DUNGEON05	MMLID_NOENTRY	DUN1601	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_06	SEQ_D_06	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D16MOUNTAIN	火山洞窟＿１Ｆ
D16R0102	AREA_ID_DUNGEON05	MMLID_NOENTRY	DUN1602	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_06	SEQ_D_06	SUNNY	8	BG_ID_CAVE_B	MAPNAME_D16MOUNTAIN	火山洞窟＿２Ｆ
D16R0103	AREA_ID_DUNGEON05	MMLID_NOENTRY	DUN1603	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_06	SEQ_D_06	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D16MOUNTAIN	火山洞窟＿３Ｆ
D17	AREA_ID_AREA13	MMLID_AREA13	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D17R0101	AREA_ID_DUNGEON10	MMLID_NOENTRY	DUN1701	○	×	×	○	MAPTYPE_CAVE	○	○	×	○	SEQ_D_03	SEQ_D_03	FOG	0	BG_ID_FOREST	MAPNAME_D17IZUMI	D17おくりのみずうみ
D17R0102	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1702	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29変更　D17かえらずのあな
D17R0103	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1703	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29変更　D17かえらずのあな
D17R0104	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1704	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29変更　D17かえらずのあな
D17R0105	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29変更　D17かえらずのあな
D17R0106	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29変更　D17かえらずのあな　
D17R0107	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29変更　D17かえらずのあな　７柱の部屋　（アイテム）
D18	AREA_ID_AREA08	MMLID_AREA11	SINOU	○	○	○	×	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	0	BG_ID_BASIC	MAPNAME_D18SIMA	配布マップ・はなのらくえん
D18R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	×	×	×	×	MAPTYPE_CAVE	×	×	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	3/4追加　配布島内部
D19A	AREA_ID_AREA06	MMLID_AREA06	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_01	SEQ_D_01	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D19B	AREA_ID_AREA06	MMLID_AREA06	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_01	SEQ_D_01	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	あとで設定してください
D20R0101	AREA_ID_DUNGEON13	MMLID_NOENTRY	DUN2001	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D20KISSAKI	キッサキしんでん １Ｆ
D20R0102	AREA_ID_DUNGEON13	MMLID_NOENTRY	DUN2002	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D20KISSAKI	キッサキしんでん　Ｂ１Ｆ
D20R0103	AREA_ID_DUNGEON13	MMLID_NOENTRY	DUN2003	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D20KISSAKI	キッサキしんでん　Ｂ２Ｆ
D20R0104	AREA_ID_DUNGEON13	MMLID_NOENTRY	DUN2004	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D20KISSAKI	キッサキしんでん　Ｂ３Ｆ
D20R0105	AREA_ID_DUNGEON13	MMLID_NOENTRY	DUN2005	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D20KISSAKI	キッサキしんでん　Ｂ４Ｆ
D20R0106	AREA_ID_DUNGEON13	MMLID_NOENTRY	DUN2006	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D20KISSAKI	キッサキしんでん　Ｂ５Ｆ
D21R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2101	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	FLASH	12	BG_ID_CAVE_C	MAPNAME_D21DOUKUTU	まよいのどうくつ １Ｆ
D21R0102	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2102	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_C	MAPNAME_D21DOUKUTU	まよいのどうくつ B1Ｆ
D22R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2201	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D22ANA	いせきマニアのあな／変化前
D23R0101	AREA_ID_AREA07	MMLID_NOENTRY	DUN2301	○	×	×	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	2	BG_ID_FOREST	MAPNAME_D23URANIWA	じまんのうらにわ
D24	AREA_ID_AREA10	MMLID_NOENTRY	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_B_D	SEQ_ROAD_B_N	FOG	0	BG_ID_BASIC	MAPNAME_D24SIMA	こうてつじま　フィールド
D24R0101	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN2401	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	13	BG_ID_CAVE_C	MAPNAME_D24SIMA	こうてつじま　１Ｆ
D24R0102	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN2402	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	13	BG_ID_CAVE_C	MAPNAME_D24SIMA	こうてつじま　 B1Ｆ-小
D24R0103	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN2403	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	13	BG_ID_CAVE_C	MAPNAME_D24SIMA	こうてつじま　B1Ｆ-大
D24R0104	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN2404	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	13	BG_ID_CAVE_C	MAPNAME_D24SIMA	こうてつじま　B2Ｆ-大
D24R0105	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN2405	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	13	BG_ID_CAVE_C	MAPNAME_D24SIMA	こうてつじま　 B2Ｆ-小
D24R0106	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN2406	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	13	BG_ID_CAVE_C	MAPNAME_D24SIMA	こうてつじま　 B3Ｆ
